ROWID	_Envi1_1|INTEGER	_Envi1_2|INTEGER	_Envi1_3|INTEGER	_Envi1_4|INTEGER	_Envi1_5|INTEGER	_Envi2_1|INTEGER	_Envi2_2|INTEGER	_Envi2_3|INTEGER	_Envi2_4|INTEGER	_Envi2_5|INTEGER	_Envi3_1|INTEGER	_Envi3_2|INTEGER	_Envi3_3|INTEGER	_Envi3_4|INTEGER	_Envi3_5|INTEGER	_Envi4_1|INTEGER	_Envi4_2|INTEGER	_Envi4_3|INTEGER	_Envi4_4|INTEGER	_Envi4_5|INTEGER	_Envi5_1|INTEGER	_Envi5_2|INTEGER	_Envi5_3|INTEGER	_Envi5_4|INTEGER	_Envi5_5|INTEGER	_Envi6_1|INTEGER	_Envi6_2|INTEGER	_Envi6_3|INTEGER	_Envi6_4|INTEGER	_Envi6_5|INTEGER	_Envi7_1|INTEGER	_Envi7_2|INTEGER	_Envi7_3|INTEGER	_Envi7_4|INTEGER	_Envi7_5|INTEGER	_Envi8_1|INTEGER	_Envi8_2|INTEGER	_Envi8_3|INTEGER	_Envi8_4|INTEGER	_Envi8_5|INTEGER	_Envi9_1|INTEGER	_Envi9_2|INTEGER	_Envi9_3|INTEGER	_Envi9_4|INTEGER	_Envi9_5|INTEGER	_Envi10_1|INTEGER	_Envi10_2|INTEGER	_Envi10_3|INTEGER	_Envi10_4|INTEGER	_Envi10_5|INTEGER	_Envi11_1|INTEGER	_Envi11_2|INTEGER	_Envi11_3|INTEGER	_Envi11_4|INTEGER	_Envi11_5|INTEGER	_Envi12_1|INTEGER	_Envi12_2|INTEGER	_Envi12_3|INTEGER	_Envi12_4|INTEGER	_Envi12_5|INTEGER	_Envi1_Prob|FLOAT	_Envi2_Prob|FLOAT	_Envi3_Prob|FLOAT	_Envi4_Prob|FLOAT	_Envi5_Prob|FLOAT	_Envi6_Prob|FLOAT	_Envi7_Prob|FLOAT	_Envi8_Prob|FLOAT	_Envi9_Prob|FLOAT	_Envi10_Prob|FLOAT	_Envi11_Prob|FLOAT	_Envi12_Prob|FLOAT	_EnviAbyss1|INTEGER	_EnviAbyss2|INTEGER	_EnviAbyss3|INTEGER	_EnviAbyss1_Prob|FLOAT	_EnviAbyss2_Prob|FLOAT	_EnviAbyss3_Prob|FLOAT
10003	1963	0	0	0	0	1963	0	0	0	0	1964	0	0	0	0	1965	0	0	0	0	1967	0	0	0	0	1930	0	0	0	0	2069	0	0	0	0	0	2069	0	0	0	1963	0	0	0	0	1963	0	0	0	0	1963	0	0	0	0	1938	0	0	0	0	0.13	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.03	1963	0	0	0.333334	0.333333	0.333333
10004	1967	0	0	0	0	1972	0	0	0	0	1973	0	0	0	0	1977	0	0	0	0	1967	0	0	0	0	1972	0	0	0	0	1973	0	0	0	0	0	1977	0	0	0	1967	0	0	0	0	1972	0	0	0	0	1973	0	0	0	0	1977	0	0	0	0	0.13	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.03	1962	0	0	0.333334	0.333333	0.333333
10005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0	0	0	0.333334	0.333333	0.333333
10006	2000	2001	2002	0	0	2004	2005	0	0	0	2006	0	0	0	0	1999	0	0	0	0	1996	1994	0	0	0	1995	0	0	0	0	1928	0	0	0	0	2007	0	0	0	0	2063	0	0	0	0	2049	0	0	0	0	1997	0	0	0	0	1997	0	0	0	0	0.13	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.03	2000	2001	2002	0.333334	0.333333	0.333333
10007	2055	0	0	0	0	1925	0	0	0	0	2005	0	0	0	0	1925	0	0	0	0	2054	0	0	0	0	2053	0	0	0	0	2056	0	0	0	0	2057	0	0	0	0	2058	0	0	0	0	2058	0	0	0	0	2057	0	0	0	0	2057	0	0	0	0	0.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.03	2055	2056	2057	0.333334	0.333333	0.333333
10008	2055	0	0	0	0	1925	0	0	0	0	2005	0	0	0	0	1925	0	0	0	0	2054	0	0	0	0	2053	0	0	0	0	2056	0	0	0	0	2057	0	0	0	0	2058	0	0	0	0	2058	0	0	0	0	2057	0	0	0	0	2057	0	0	0	0	0.13	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.03	2055	2056	2057	0.333334	0.333333	0.333333
10009	1932	0	0	0	0	1932	0	0	0	0	1932	0	0	0	0	1932	0	0	0	0	1932	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
10010	1924	0	0	0	0	1932	0	0	0	0	1924	0	0	0	0	1932	0	0	0	0	1924	0	0	0	0	1932	0	0	0	0	1924	0	0	0	0	1932	0	0	0	0	1924	0	0	0	0	1932	0	0	0	0	1924	0	0	0	0	1932	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1874	1875	1876	0.333334	0.333333	0.333333
10011	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1874	1875	1876	0.333334	0.333333	0.333333
10012	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1874	1875	1876	0.333334	0.333333	0.333333
10013	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1874	1875	1876	0.333334	0.333333	0.333333
10014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
10015	1928	1937	2066	1928	1937	2066	1928	1937	2066	0	1928	1937	0	0	0	2066	0	0	0	0	1928	0	0	0	0	1937	0	0	0	0	2066	1928	1937	2066	1928	1937	2066	0	0	0	1928	0	0	0	0	1937	0	0	0	0	2066	0	0	0	0	1928	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1928	1937	2066	0.333334	0.333333	0.333333
10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
10018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0.333334	0.333333	0.333333
10020	1940	0	0	0	0	1942	0	0	0	0	1948	0	0	0	0	1933	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1948	0	0	0	0	1933	0	0	0	0	1940	0	0	0	0	1942	0	0	0	0	1948	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1933	1933	1933	0.333334	0.333333	0.333333
10021	1923	0	0	0	0	10673	0	0	0	0	12706	0	0	0	0	12707	0	0	0	0	1923	0	0	0	0	10673	0	0	0	0	12706	0	0	0	0	12707	0	0	0	0	1923	0	0	0	0	10673	0	0	0	0	12706	0	0	0	0	12707	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1923	1923	1923	0.333334	0.333333	0.333333
10024	34884	0	0	0	0	34884	0	0	0	0	34884	0	0	0	0	34884	0	0	0	0	34445	0	0	0	0	34445	0	0	0	0	34445	0	0	0	0	34445	0	0	0	0	34444	0	0	0	0	34444	0	0	0	0	34444	0	0	0	0	34444	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	34884	34444	34445	0.333334	0.333333	0.333333
10026	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	20980	0	0	0	0	18914	0	0	0	0	2060	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1874	1875	1876	0.333334	0.333333	0.333333
10027	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	34444	0	0	0	0	34444	0	0	0	0	34444	0	0	0	0	34445	0	0	0	0	34445	0	0	0	0	34445	0	0	0	0	20980	0	0	0	0	34445	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1874	1875	1876	0.333334	0.333333	0.333333
10028	1948	0	0	0	0	2062	0	0	0	0	1948	0	0	0	0	2062	0	0	0	0	1948	0	0	0	0	2062	0	0	0	0	1948	0	0	0	0	2062	0	0	0	0	1948	0	0	0	0	2062	0	0	0	0	1948	0	0	0	0	2062	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1948	2062	1948	0.5	0.5	0.0
10031	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1933	1933	1933	0.333334	0.333333	0.333333
1040	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1924	2058	2059	0.3333	0.3333	0.3333
10052	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1924	2058	2059	0.3333	0.3333	0.3333
10100	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1924	0	0	0	0	2058	0	0	0	0	2059	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1924	2058	2059	0.3333	0.3333	0.3333
11002	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1987	1988	1989	0.333334	0.333333	0.333333
11100	19783	0	0	0	0	1876	0	0	0	0	19783	0	0	0	0	1876	0	0	0	0	19783	0	0	0	0	1876	0	0	0	0	19783	0	0	0	0	1876	0	0	0	0	19783	0	0	0	0	1876	0	0	0	0	19783	0	0	0	0	1876	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19783	19783	19783	0.333334	0.333333	0.333333
11110	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	22958	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	19353	17385	19353	0.333334	0.333333	0.333333
12001	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1924	1926	1932	0.333334	0.333333	0.333333
12002	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1924	1926	1932	0.333334	0.333333	0.333333
12003	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1924	0	0	0	0	1926	0	0	0	0	1932	0	0	0	0	1933	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1924	1926	1932	0.333334	0.333333	0.333333
12004	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1953	1954	1955	0.333334	0.333333	0.333333
12005	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1953	1954	1955	0.333334	0.333333	0.333333
12006	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1953	1954	1955	0.333334	0.333333	0.333333
12007	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1949	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1949	1949	1949	0.333334	0.333333	0.333333
12008	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1950	1950	1951	0.333334	0.333333	0.333333
12009	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1950	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1951	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1950	1951	1951	0.333334	0.333333	0.333333
12011	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1953	1954	1955	0.333334	0.333333	0.333333
12012	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1953	1954	1955	0.333334	0.333333	0.333333
12021	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14495	14496	14495	0.333334	0.333333	0.333333
12031	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17266	2039	17266	0.333334	0.333333	0.333333
12601	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1953	0	0	0	0	1954	0	0	0	0	1955	0	0	0	0	1953	0	0	0	0	1956	0	0	0	0	1957	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1953	1954	1955	0.333334	0.333333	0.333333
12602	1950	0	0	0	0	1951	0	0	0	0	1952	0	0	0	0	1950	0	0	0	0	1951	0	0	0	0	1952	0	0	0	0	1950	0	0	0	0	1951	0	0	0	0	1952	0	0	0	0	1950	0	0	0	0	1951	0	0	0	0	1952	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1950	1951	1952	0.333334	0.333333	0.333333
12603	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	14495	0	0	0	0	14496	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14495	14496	14495	0.333334	0.333333	0.333333
12604	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	17266	0	0	0	0	2039	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17266	2039	17266	0.333334	0.333333	0.333333
12701	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1987	0	0	0	0	1988	0	0	0	0	1989	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1987	1988	1989	0.333334	0.333333	0.333333
12702	33558	0	0	0	0	33559	0	0	0	0	33558	0	0	0	0	33559	0	0	0	0	33558	0	0	0	0	33559	0	0	0	0	33558	0	0	0	0	33559	0	0	0	0	33558	0	0	0	0	33559	0	0	0	0	33558	0	0	0	0	33559	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	33558	33559	33558	0.333334	0.333333	0.333333
12703	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	33499	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	33499	33499	33499	0.333334	0.333333	0.333333
13001	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	2056	2056	2058	0.333334	0.333333	0.333333
13003	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	0	0	0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	1.0	2048	2048	2048	0.333334	0.333333	0.333333
13004	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	2048	2048	2048	0.333334	0.333333	0.333333
13005	2056	2056	2058	2058	2058	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	2056	2056	2058	0.333334	0.333333	0.333333
13006	2055	2055	2056	2056	2056	2068	2068	2068	2068	2068	2062	0	0	0	0	2051	0	0	0	0	1923	1923	1923	1923	1923	1941	1941	0	0	0	1934	0	0	0	0	1959	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	2025	0	0	0	0	2026	0	0	0	0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	2055	2055	2056	0.333334	0.333333	0.333333
13007	1960	0	0	0	0	1961	0	0	0	0	1960	0	0	0	0	1961	0	0	0	0	1960	0	0	0	0	1961	0	0	0	0	1960	0	0	0	0	1961	0	0	0	0	1960	0	0	0	0	1961	0	0	0	0	1960	0	0	0	0	1961	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2055	2055	2055	0.333334	0.333333	0.333333
13008	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1974	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1965	1965	1965	0.333334	0.333333	0.333333
13009	2059	0	0	0	0	2061	0	0	0	0	2059	0	0	0	0	2061	0	0	0	0	2059	0	0	0	0	2061	0	0	0	0	2059	0	0	0	0	2061	0	0	0	0	2059	0	0	0	0	2061	0	0	0	0	2059	0	0	0	0	2061	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2055	2055	2055	0.333334	0.333333	0.333333
13010	2001	0	0	0	0	2002	0	0	0	0	2001	0	0	0	0	2002	0	0	0	0	2001	0	0	0	0	2002	0	0	0	0	2001	0	0	0	0	2002	0	0	0	0	2001	0	0	0	0	2002	0	0	0	0	2001	0	0	0	0	2002	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1939	0	0	0.333334	0.333333	0.333333
13011	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	2048	0	0	0	1.0	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	2048	2048	2048	0.333334	0.333333	0.333333
13012	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	2072	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1939	1939	1945	0.333334	0.333333	0.333333
