ROWID	_Strength|INTEGER	_Agility|INTEGER	_Intelligence|INTEGER	_Stamina|INTEGER	_Experience|INTEGER	_SuperAmmor|INTEGER	_SkillPoint|INTEGER	_Fatigue|INTEGER	_DeadDurabilityRatio|FLOAT	_KillScore|INTEGER	_Assistscore|INTEGER	_Assistdecision|INTEGER	_Aggroper|FLOAT	_WeekFatigue|INTEGER	_SKillUsageRatio|DOUBLE	_IllegalAmount|INTEGER	_BanAmount|INTEGER	_AggroperPvE|FLOAT	_VIPFatigue|INTEGER	_VIPExp|INTEGER	_LevelDExp|INTEGER	_BaseMP|INTEGER	_Critical|DOUBLE
4305	23	7	29	23	40000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	284440	4408818	3.25	150	10	112500	200000	49.0
4306	25	8	32	25	50000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	274024	4247368	3.25	150	10	112500	200000	56.0
4307	27	9	35	27	60000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	309599	4798781	3.25	150	10	112500	200000	63.0
4308	30	10	36	30	70000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	491512	7618437	3.25	150	10	112500	200000	70.0
4309	32	10	40	32	80000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	589814	9142125	3.25	150	10	168750	200000	70.0
4310	34	11	43	34	90000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	707777	10970550	3.25	150	10	168750	200000	77.0
4311	36	12	46	36	100000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	801483	12422989	3.25	150	10	168750	200000	84.0
4312	39	12	48	39	110000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1019199	15797591	3.25	150	10	168750	200000	84.0
4313	41	13	51	41	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1154136	17889103	3.25	150	10	168750	200000	91.0
4314	43	14	54	43	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1446976	22428130	3.25	150	10	168750	200000	98.0
4315	53	17	67	53	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1592707	24686963	3.25	150	10	168750	200000	119.0
4316	56	18	70	56	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1810564	28063745	3.25	150	10	506250	200000	126.0
4317	59	19	73	59	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	1901456	29472569	3.25	150	10	506250	200000	133.0
4318	62	20	76	62	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2010204	31158167	3.25	150	10	506250	200000	140.0
4319	64	21	81	64	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2053373	31827282	3.25	150	10	506250	200000	147.0
4320	67	22	84	67	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2102770	32592941	3.25	150	10	506250	200000	154.0
4321	70	22	88	70	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2121950	32890229	3.25	150	10	506250	200000	154.0
4322	73	23	91	73	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2239133	34706555	3.25	150	10	506250	200000	161.0
4323	76	24	94	76	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2464645	38202001	3.25	150	10	506250	200000	168.0
4324	78	25	99	78	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2801769	43427425	3.25	150	10	1012500	200000	175.0
4325	83	27	102	83	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	2942421	45607518	3.25	150	10	1012500	200000	189.0
4326	87	28	108	87	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3110704	48215907	3.25	150	10	1012500	200000	196.0
4327	91	29	114	91	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3177505	49251333	3.25	150	10	1012500	200000	203.0
4328	95	31	119	95	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3253946	50436158	3.25	150	10	1012500	200000	217.0
4329	99	32	125	99	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3283626	50896198	3.25	150	10	1012500	200000	224.0
4330	104	33	129	104	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3464960	53706883	3.25	150	10	1012500	200000	231.0
4331	108	35	134	108	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3813931	59115934	3.25	150	10	1012500	200000	245.0
4332	112	36	140	112	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4384056	67952864	3.25	150	10	1316250	200000	252.0
4333	118	38	146	118	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4487379	69554377	3.25	150	10	1316250	200000	266.0
4334	123	40	154	123	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4618666	71589320	3.25	150	10	1316250	200000	280.0
4335	129	41	161	129	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4664991	72307367	3.25	150	10	1316250	200000	287.0
4336	134	43	169	134	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4728193	73286992	3.25	150	10	1316250	200000	301.0
4337	140	45	175	140	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4758951	73763738	3.25	150	10	1316250	200000	315.0
4338	146	47	181	146	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	4931711	76441515	3.25	150	10	1316250	200000	329.0
4339	151	49	189	151	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	5167031	80088978	3.25	150	10	1316250	200000	343.0
4340	157	50	196	157	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	5457676	84593983	3.25	150	10	1711125	200000	350.0
4341	166	52	208	166	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3623622	56166146	3.25	150	10	1711125	200000	364.0
4342	175	54	220	175	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3664703	56802904	3.25	150	10	1711125	200000	378.0
4343	184	55	233	184	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3692041	57226633	3.25	150	10	1711125	200000	385.0
4344	194	57	243	194	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3710085	57506311	3.25	150	10	1711125	200000	399.0
4345	204	59	258	204	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3728235	57787645	3.25	150	10	1711125	200000	413.0
4346	215	61	271	215	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3746567	58071793	3.25	150	10	1711125	200000	427.0
4347	225	63	286	225	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3765083	58358781	3.25	150	10	1711125	200000	441.0
4348	236	65	299	236	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3783783	58648640	3.25	150	10	1711125	200000	455.0
4349	248	67	315	248	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3802671	58941397	3.25	150	10	1711125	200000	469.0
4350	260	70	330	260	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.01225	3821747	59237082	3.25	150	10	2138906	200000	490.0
4351	274	74	348	274	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3841014	59535724	3.25	150	10	2138906	200000	518.0
4352	288	79	365	288	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3860474	59837352	3.25	150	10	2138906	200000	553.0
4353	303	84	385	303	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3880129	60141997	3.25	150	10	2138906	200000	588.0
4354	319	89	403	319	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3899980	60449687	3.25	150	10	2138906	200000	623.0
4355	334	94	423	334	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3920029	60760455	3.25	150	10	2138906	200000	658.0
4356	350	99	441	350	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3940279	61074331	3.25	150	10	2138906	200000	693.0
4357	366	104	464	366	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3960732	61391345	3.25	150	10	2138906	200000	728.0
4358	383	110	484	383	570000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	3981389	61711529	3.25	150	10	2138906	200000	770.0
4359	400	115	505	400	580000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4002253	62034915	3.25	150	10	2138906	200000	805.0
4360	417	120	526	417	590000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4023325	62361535	3.25	150	10	2673632	200000	840.0
4361	436	127	551	436	600000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4044608	62691422	3.25	150	10	2673632	200000	889.0
4362	462	135	581	462	610000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4066104	63024607	3.25	150	10	2673632	200000	945.0
4363	492	145	621	492	620000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4087814	63361124	3.25	150	10	2673632	200000	1015.0
4364	529	156	666	529	630000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4109742	63701006	3.25	150	10	2673632	200000	1092.0
4365	571	170	718	571	640000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4131889	64044287	3.25	150	10	2673632	200000	1190.0
4366	618	185	779	618	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4154258	64391001	3.25	150	10	2673632	200000	1295.0
4367	672	202	844	672	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4176850	64741182	3.25	150	10	2673632	200000	1414.0
4368	732	222	919	732	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4199669	65094864	3.25	150	10	2673632	200000	1554.0
4369	799	243	1004	799	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4222715	65452084	3.25	150	10	2673632	200000	1701.0
4370	873	267	1097	873	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4245992	65812875	3.25	150	10	3342041	200000	1869.0
4371	947	291	1190	947	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4269502	66177275	3.25	150	10	3342041	200000	2037.0
4372	1022	315	1281	1022	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4293246	66545319	3.25	150	10	3342041	200000	2205.0
4373	1096	339	1374	1096	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4317229	66917043	3.25	150	10	3342041	200000	2373.0
4374	1170	362	1468	1170	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4341451	67292484	3.25	150	10	3342041	200000	2534.0
4375	1254	389	1573	1254	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4365915	67671680	3.25	150	10	3342041	200000	2723.0
4376	1338	416	1678	1338	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4390624	68054668	3.25	150	10	3342041	200000	2912.0
4377	1422	443	1783	1422	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4415580	68441485	3.25	150	10	3342041	200000	3101.0
4378	1506	470	1888	1506	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4440785	68832171	3.25	150	10	3342041	200000	3290.0
4379	1590	497	1993	1590	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4466243	69226764	3.25	150	10	3342041	200000	3479.0
4380	1674	524	2098	1674	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4491955	69625302	3.25	150	10	4177551	200000	3668.0
4381	1758	551	2203	1758	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4517924	70027826	3.25	150	10	4177551	200000	3857.0
4382	1842	578	2308	1842	810000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4544153	70434375	3.25	150	10	4177551	200000	4046.0
4383	1926	605	2413	1926	820000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4570644	70844990	3.25	150	10	4177551	200000	4235.0
4384	2010	632	2518	2010	830000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4597401	71259711	3.25	150	10	4177551	200000	4424.0
4385	2108	664	2640	2108	840000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4624424	71678579	3.25	150	10	4177551	200000	4648.0
4386	2206	695	2763	2206	850000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4651718	72101635	3.25	150	10	4177551	200000	4865.0
4387	2304	727	2885	2304	860000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4679285	72528922	3.25	150	10	4177551	200000	5089.0
4388	2402	758	3008	2402	870000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4707128	72960483	3.25	150	10	4177551	200000	5306.0
4389	2500	790	3130	2500	880000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4735249	73396358	3.25	150	10	4177551	200000	5530.0
4390	2612	826	3270	2612	890000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4763651	73836593	3.25	150	10	5221939	200000	5782.0
4391	2724	862	3410	2724	900000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4792337	74281230	3.25	150	10	5221939	200000	6034.0
4392	2836	898	3550	2836	910000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4821311	74730313	3.25	150	10	5221939	200000	6286.0
4393	2948	934	3690	2948	920000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4850573	75183887	3.25	150	10	5221939	200000	6538.0
4394	3060	970	3830	3060	930000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4880129	75641997	3.25	150	10	5221939	200000	6790.0
4395	3186	1010	3988	3186	940000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4909980	76104687	3.25	150	10	5221939	200000	7070.0
4396	3312	1051	4145	3312	950000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4940129	76572005	3.25	150	10	5221939	200000	7357.0
4397	3438	1091	4303	3438	960000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	4970580	77043996	3.25	150	10	5221939	200000	7637.0
4398	3564	1132	4460	3564	970000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	5001336	77520707	3.25	150	10	5221939	200000	7924.0
4399	3690	1172	4618	3690	980000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	5032399	78002185	3.25	150	10	5221939	200000	8204.0
4400	3816	1213	4775	3816	990000	100	2	1500	0.04	100	50	25	1.0	3000	0.01225	5063773	78488478	3.25	150	10	5744132	200000	8491.0
4401	0	0	0	0	0	100	0	1500	0.04	100	50	25	1.0	3000	0.0	137172	2126166	1.0	150	10	50000	200000	0.0
4402	0	0	0	0	10000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	155333	2407658	1.0	150	10	50000	200000	0.0
4403	0	0	0	0	20000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	197528	3061679	1.0	150	10	50000	200000	0.0
4404	0	0	0	0	30000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	223679	3467028	1.0	150	10	50000	200000	0.0
4405	0	0	0	0	40000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	284440	4408818	1.0	150	10	112500	200000	0.0
4406	0	0	0	0	50000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	274024	4247368	1.0	150	10	112500	200000	0.0
4407	0	0	0	0	60000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	309599	4798781	1.0	150	10	112500	200000	0.0
4408	0	0	0	0	70000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	491512	7618437	1.0	150	10	112500	200000	0.0
4409	0	0	0	0	80000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	589814	9142125	1.0	150	10	168750	200000	0.0
4410	0	0	0	0	90000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	707777	10970550	1.0	150	10	168750	200000	0.0
4411	0	0	0	0	100000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	801483	12422989	1.0	150	10	168750	200000	0.0
4412	0	0	0	0	110000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	1019199	15797591	1.0	150	10	168750	200000	0.0
4413	0	0	0	0	120000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	1154136	17889103	1.0	150	10	168750	200000	0.0
4414	0	0	0	0	130000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	1446976	22428130	1.0	150	10	168750	200000	0.0
4415	0	0	0	0	140000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	1592707	24686963	1.0	150	10	168750	200000	0.0
4416	0	0	0	0	150000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	1810564	28063745	1.0	150	10	506250	200000	0.0
4417	0	0	0	0	160000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	1901456	29472569	1.0	150	10	506250	200000	0.0
4418	0	0	0	0	170000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2010204	31158167	1.0	150	10	506250	200000	0.0
4419	0	0	0	0	180000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2053373	31827282	1.0	150	10	506250	200000	0.0
4420	0	0	0	0	190000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2102770	32592941	1.0	150	10	506250	200000	0.0
4421	0	0	0	0	200000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2121950	32890229	1.0	150	10	506250	200000	0.0
4422	0	0	0	0	210000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2239133	34706555	1.0	150	10	506250	200000	0.0
4423	0	0	0	0	220000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2464645	38202001	1.0	150	10	506250	200000	0.0
4424	0	0	0	0	230000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2801769	43427425	1.0	150	10	1012500	200000	0.0
4425	0	0	0	0	240000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	2942421	45607518	1.0	150	10	1012500	200000	0.0
4426	0	0	0	0	250000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3110704	48215907	1.0	150	10	1012500	200000	0.0
4427	0	0	0	0	260000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3177505	49251333	1.0	150	10	1012500	200000	0.0
4428	0	0	0	0	270000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3253946	50436158	1.0	150	10	1012500	200000	0.0
4429	0	0	0	0	280000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3283626	50896198	1.0	150	10	1012500	200000	0.0
4430	0	0	0	0	290000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3464960	53706883	1.0	150	10	1012500	200000	0.0
4431	0	0	0	0	300000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3813931	59115934	1.0	150	10	1012500	200000	0.0
4432	0	0	0	0	310000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4384056	67952864	1.0	150	10	1316250	200000	0.0
4433	0	0	0	0	320000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4487379	69554377	1.0	150	10	1316250	200000	0.0
4434	0	0	0	0	330000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4618666	71589320	1.0	150	10	1316250	200000	0.0
4435	0	0	0	0	340000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4664991	72307367	1.0	150	10	1316250	200000	0.0
4436	0	0	0	0	350000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4728193	73286992	1.0	150	10	1316250	200000	0.0
4437	0	0	0	0	360000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4758951	73763738	1.0	150	10	1316250	200000	0.0
4438	0	0	0	0	370000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	4931711	76441515	1.0	150	10	1316250	200000	0.0
4439	0	0	0	0	380000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	5167031	80088978	1.0	150	10	1316250	200000	0.0
4440	0	0	0	0	390000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	5457676	84593983	1.0	150	10	1711125	200000	0.0
4441	0	0	0	0	400000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3623622	56166146	1.0	150	10	1711125	200000	0.0
4442	0	0	0	0	410000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3664703	56802904	1.0	150	10	1711125	200000	0.0
4443	0	0	0	0	420000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3692041	57226633	1.0	150	10	1711125	200000	0.0
4444	0	0	0	0	430000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3710085	57506311	1.0	150	10	1711125	200000	0.0
4445	0	0	0	0	440000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3728235	57787645	1.0	150	10	1711125	200000	0.0
4446	0	0	0	0	450000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3746567	58071793	1.0	150	10	1711125	200000	0.0
4447	0	0	0	0	460000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3765083	58358781	1.0	150	10	1711125	200000	0.0
4448	0	0	0	0	470000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3783783	58648640	1.0	150	10	1711125	200000	0.0
4449	0	0	0	0	480000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3802671	58941397	1.0	150	10	1711125	200000	0.0
4450	0	0	0	0	490000	100	3	1500	0.04	100	50	25	1.0	3000	0.0	3821747	59237082	1.0	150	10	2138906	200000	0.0
4451	0	0	0	0	500000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3841014	59535724	1.0	150	10	2138906	200000	0.0
4452	0	0	0	0	510000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3860474	59837352	1.0	150	10	2138906	200000	0.0
4453	0	0	0	0	520000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3880129	60141997	1.0	150	10	2138906	200000	0.0
4454	0	0	0	0	530000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3899980	60449687	1.0	150	10	2138906	200000	0.0
4455	0	0	0	0	540000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3920029	60760455	1.0	150	10	2138906	200000	0.0
4456	0	0	0	0	550000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3940279	61074331	1.0	150	10	2138906	200000	0.0
4457	0	0	0	0	560000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3960732	61391345	1.0	150	10	2138906	200000	0.0
4458	0	0	0	0	570000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	3981389	61711529	1.0	150	10	2138906	200000	0.0
4459	0	0	0	0	580000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4002253	62034915	1.0	150	10	2138906	200000	0.0
4460	0	0	0	0	590000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4023325	62361535	1.0	150	10	2673632	200000	0.0
4461	0	0	0	0	600000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4044608	62691422	1.0	150	10	2673632	200000	0.0
4462	0	0	0	0	610000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4066104	63024607	1.0	150	10	2673632	200000	0.0
4463	0	0	0	0	620000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4087814	63361124	1.0	150	10	2673632	200000	0.0
4464	0	0	0	0	630000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4109742	63701006	1.0	150	10	2673632	200000	0.0
4465	0	0	0	0	640000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4131889	64044287	1.0	150	10	2673632	200000	0.0
4466	0	0	0	0	650000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4154258	64391001	1.0	150	10	2673632	200000	0.0
4467	0	0	0	0	660000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4176850	64741182	1.0	150	10	2673632	200000	0.0
4468	0	0	0	0	670000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4199669	65094864	1.0	150	10	2673632	200000	0.0
4469	0	0	0	0	680000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4222715	65452084	1.0	150	10	2673632	200000	0.0
4470	0	0	0	0	690000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4245992	65812875	1.0	150	10	3342041	200000	0.0
4471	0	0	0	0	700000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4269502	66177275	1.0	150	10	3342041	200000	0.0
4472	0	0	0	0	710000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4293246	66545319	1.0	150	10	3342041	200000	0.0
4473	0	0	0	0	720000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4317229	66917043	1.0	150	10	3342041	200000	0.0
4474	0	0	0	0	730000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4341451	67292484	1.0	150	10	3342041	200000	0.0
4475	0	0	0	0	740000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4365915	67671680	1.0	150	10	3342041	200000	0.0
4476	0	0	0	0	750000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4390624	68054668	1.0	150	10	3342041	200000	0.0
4477	0	0	0	0	760000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4415580	68441485	1.0	150	10	3342041	200000	0.0
4478	0	0	0	0	770000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4440785	68832171	1.0	150	10	3342041	200000	0.0
4479	0	0	0	0	780000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4466243	69226764	1.0	150	10	3342041	200000	0.0
4480	0	0	0	0	790000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4491955	69625302	1.0	150	10	4177551	200000	0.0
4481	0	0	0	0	800000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4517924	70027826	1.0	150	10	4177551	200000	0.0
4482	0	0	0	0	810000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4544153	70434375	1.0	150	10	4177551	200000	0.0
4483	0	0	0	0	820000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4570644	70844990	1.0	150	10	4177551	200000	0.0
4484	0	0	0	0	830000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4597401	71259711	1.0	150	10	4177551	200000	0.0
4485	0	0	0	0	840000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4624424	71678579	1.0	150	10	4177551	200000	0.0
4486	0	0	0	0	850000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4651718	72101635	1.0	150	10	4177551	200000	0.0
4487	0	0	0	0	860000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4679285	72528922	1.0	150	10	4177551	200000	0.0
4488	0	0	0	0	870000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4707128	72960483	1.0	150	10	4177551	200000	0.0
4489	0	0	0	0	880000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4735249	73396358	1.0	150	10	4177551	200000	0.0
4490	0	0	0	0	890000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4763651	73836593	1.0	150	10	5221939	200000	0.0
4491	0	0	0	0	900000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4792337	74281230	1.0	150	10	5221939	200000	0.0
4492	0	0	0	0	910000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4821311	74730313	1.0	150	10	5221939	200000	0.0
4493	0	0	0	0	920000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4850573	75183887	1.0	150	10	5221939	200000	0.0
4494	0	0	0	0	930000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4880129	75641997	1.0	150	10	5221939	200000	0.0
4495	0	0	0	0	940000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4909980	76104687	1.0	150	10	5221939	200000	0.0
4496	0	0	0	0	950000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4940129	76572005	1.0	150	10	5221939	200000	0.0
4497	0	0	0	0	960000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	4970580	77043996	1.0	150	10	5221939	200000	0.0
4498	0	0	0	0	970000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	5001336	77520707	1.0	150	10	5221939	200000	0.0
4499	0	0	0	0	980000	100	2	1500	0.04	100	50	25	1.0	3000	0.0	5032399	78002185	1.0	150	10	5221939	200000	0.0
