ROWID	_PhysicalAttackMinRevision|INTEGER	_PhysicalAttackMaxRevision|INTEGER	_MagicAttackMinRevision|INTEGER	_MagicAttackMaxRevision|INTEGER	_PhysicalDefenseRevision|INTEGER	_MagicDefenseRevision|INTEGER	_MaxHPRevision|INTEGER	_MaxSPRevision|INTEGER	_RecoverySPRevision|INTEGER	_StiffRevision|INTEGER	_StiffResistanceRevision|INTEGER	_CriticalRevision|INTEGER	_CriticalResistanceRevision|INTEGER	_StunRevision|INTEGER	_StunResistanceRevision|INTEGER	_SuperAmmorRevision|INTEGER	_MoveSpeedRevision|INTEGER	_FinalDamageRevision|INTEGER	_ElementAttackRevision|INTEGER	_ElementDefenseRevision|INTEGER	_StrengthRevision|INTEGER	_AgilityRevision|INTEGER	_IntelligenceRevision|INTEGER	_StaminaRevision|INTEGER	_CriticalDamageRevision|INTEGER	_PVPAttackPowerRevision|INTEGER	_PVPDefencePowerRevision|INTEGER
4509	77	98	72	95	392	526	690	980	10	69	69	191	420	58	58	100	300	171	1	1	23	40	28	23	191	1	1
4510	83	105	77	102	419	563	720	1050	11	72	72	208	462	60	60	100	300	183	1	1	24	44	30	24	208	1	1
4511	88	111	82	109	447	600	780	1120	11	78	78	219	483	65	65	100	300	195	1	1	26	46	32	26	219	1	1
4512	93	118	87	116	474	637	840	1190	12	84	84	230	504	70	70	100	300	207	1	1	28	48	34	28	230	1	1
4513	99	125	92	122	501	674	870	1260	13	87	87	247	546	72	72	100	300	219	1	1	29	52	36	29	247	1	1
4514	104	132	97	129	529	711	930	1330	13	93	93	258	567	78	78	100	300	231	1	1	31	54	38	31	258	1	1
4515	127	162	121	160	653	878	1140	1680	17	114	114	316	693	95	95	100	300	285	1	1	38	66	48	38	316	1	1
4516	134	171	127	168	687	924	1200	1750	18	120	120	334	735	100	100	100	300	300	1	1	40	70	50	40	334	1	1
4517	141	180	133	176	721	970	1260	1820	18	126	126	353	777	105	105	100	300	315	1	1	42	74	52	42	353	1	1
4518	148	188	139	184	756	1016	1320	1925	19	132	132	368	808	110	110	100	300	330	1	1	44	77	55	44	368	1	1
4519	154	196	146	193	790	1063	1380	2030	20	138	138	383	840	115	115	100	300	345	1	1	46	80	58	46	383	1	1
4520	161	205	152	201	824	1109	1440	2100	21	144	144	401	882	120	120	100	300	360	1	1	48	84	60	48	401	1	1
4521	168	214	158	209	859	1154	1500	2170	22	150	150	419	924	125	125	100	300	375	1	1	50	88	62	50	419	1	1
4522	174	222	165	218	893	1201	1560	2275	23	156	156	434	956	130	130	100	300	390	1	1	52	91	65	52	434	1	1
4523	181	230	171	226	927	1248	1620	2380	24	162	162	449	987	135	135	100	300	405	1	1	54	94	68	54	449	1	1
4524	188	239	177	234	962	1293	1680	2450	24	168	168	468	1029	140	140	100	300	420	1	1	56	98	70	56	468	1	1
4525	198	251	187	247	1013	1363	1770	2590	26	177	177	492	1082	148	148	100	300	442	1	1	59	103	74	59	492	1	1
4526	208	264	196	260	1065	1432	1860	2730	27	186	186	516	1134	155	155	100	300	465	1	1	62	108	78	62	516	1	1
4527	218	277	205	272	1116	1501	1950	2835	28	195	195	544	1197	162	162	100	300	487	1	1	65	114	81	65	544	1	1
4528	228	290	215	284	1168	1570	2040	2975	30	204	204	568	1250	170	170	100	300	510	1	1	68	119	85	68	568	1	1
4529	238	302	225	297	1219	1640	2130	3115	31	213	213	592	1302	178	178	100	300	532	1	1	71	124	89	71	592	1	1
4530	248	315	234	309	1270	1708	2220	3220	32	222	222	620	1365	185	185	100	300	555	1	1	74	130	92	74	620	1	1
4531	258	328	243	322	1322	1778	2310	3360	34	231	231	644	1418	192	192	100	300	577	1	1	77	135	96	77	644	1	1
4532	268	341	253	334	1373	1847	2400	3500	35	240	240	668	1470	200	200	100	300	600	1	1	80	140	100	80	668	1	1
4533	281	358	265	351	1442	1940	2520	3675	37	252	252	702	1544	210	210	100	300	630	1	1	84	147	105	84	702	1	1
4534	295	374	278	367	1511	2032	2640	3850	38	264	264	735	1617	220	220	100	300	660	1	1	88	154	110	88	735	1	1
4535	308	391	291	384	1579	2124	2760	4025	40	276	276	768	1690	230	230	100	300	690	1	1	92	161	115	92	768	1	1
4536	321	408	303	401	1648	2217	2880	4200	42	288	288	802	1764	240	240	100	300	720	1	1	96	168	120	96	802	1	1
4537	335	425	316	417	1717	2309	3000	4375	44	300	300	835	1838	250	250	100	300	750	1	1	100	175	125	100	835	1	1
4538	348	442	328	434	1785	2401	3120	4550	46	312	312	869	1911	260	260	100	300	780	1	1	104	182	130	104	869	1	1
4539	361	459	341	450	1854	2493	3240	4725	47	324	324	902	1984	270	270	100	300	810	1	1	108	189	135	108	902	1	1
4540	375	476	353	467	1922	2586	3360	4900	49	336	336	935	2058	280	280	100	300	850	1	1	112	196	140	112	935	1	1
4541	400	508	377	498	2050	2757	3600	5250	52	360	360	1001	2205	300	300	100	300	894	1	1	120	210	150	120	1001	1	1
4542	425	540	400	529	2176	2926	3840	5600	56	384	384	1066	2352	320	320	100	300	938	1	1	128	224	160	128	1066	1	1
4543	450	572	424	560	2301	3095	4080	5950	60	408	408	1131	2499	340	340	100	300	982	1	1	136	238	170	136	1131	1	1
4544	473	600	445	587	2412	3245	4320	6300	63	432	432	1194	2646	360	360	100	300	1026	1	1	144	252	180	144	1194	1	1
4545	501	636	471	621	2550	3430	4590	6685	67	459	459	1268	2814	382	382	100	300	1070	1	1	153	268	191	153	1268	1	1
4546	529	670	496	654	2686	3613	4860	7070	71	486	486	1342	2982	405	405	100	300	1114	1	1	162	284	202	162	1342	1	1
4547	556	705	522	688	2822	3797	5130	7490	75	513	513	1412	3140	428	428	100	300	1158	1	1	171	299	214	171	1412	1	1
4548	584	739	547	721	2955	3976	5400	7875	79	540	540	1485	3308	450	450	100	300	1202	1	1	180	315	225	180	1485	1	1
4549	613	777	575	758	3103	4176	5700	8330	83	570	570	1564	3486	475	475	100	300	1246	1	1	190	332	238	190	1564	1	1
4550	646	818	605	797	3267	4396	6000	8750	88	600	600	1648	3675	500	500	100	300	1290	1	1	200	350	250	200	1648	1	1
4551	702	891	661	874	3604	4847	6300	9170	92	630	630	1755	3864	525	525	100	300	1336	1	1	210	368	262	210	1755	1	1
4552	747	951	707	935	3867	5200	6600	9625	96	660	660	1849	4042	550	550	100	300	1382	1	1	220	385	275	220	1849	1	1
4553	800	1020	760	1006	4175	5613	6930	10115	101	693	693	1956	4242	578	578	100	300	1428	1	1	231	404	289	231	1956	1	1
4554	854	1091	814	1080	4494	6040	7260	10570	106	726	726	2068	4452	605	605	100	300	1474	1	1	242	424	302	242	2068	1	1
4555	910	1164	870	1156	4824	6482	7590	11060	111	759	759	2178	4652	632	632	100	300	1520	1	1	253	443	316	253	2178	1	1
4556	967	1240	928	1234	5165	6940	7920	11550	116	792	792	2290	4851	660	660	100	300	1566	1	1	264	462	330	264	2290	1	1
4557	1032	1326	995	1324	5560	7468	8280	12075	121	828	828	2415	5072	690	690	100	300	1612	1	1	276	483	345	276	2415	1	1
4558	1102	1420	1067	1423	5993	8048	8640	12600	126	864	864	2546	5292	720	720	100	300	1658	1	1	288	504	360	288	2546	1	1
4559	1168	1507	1134	1514	6391	8581	9000	13125	131	900	900	2672	5512	750	750	100	300	1704	1	1	300	525	375	300	2672	1	1
4560	1215	1567	1180	1574	6646	8924	9360	13650	136	936	936	2779	5733	780	780	100	300	1750	1	1	312	546	390	312	2779	1	1
4561	1269	1637	1233	1645	6945	9325	9780	14280	143	978	978	2902	5985	815	815	100	300	1812	1	1	326	570	408	326	2902	1	1
4562	1340	1728	1301	1736	7328	9840	10320	15050	150	1032	1032	3064	6321	860	860	100	300	1874	1	1	344	602	430	344	3064	1	1
4563	1425	1838	1384	1847	7797	10469	10980	16030	160	1098	1098	3258	6720	915	915	100	300	1937	1	1	366	640	458	366	3258	1	1
4564	1527	1969	1482	1978	8351	11212	11760	17150	172	1176	1176	3491	7203	980	980	100	300	1999	1	1	392	686	490	392	3491	1	1
4565	1643	2120	1596	2130	8990	12071	12660	18480	185	1266	1266	3756	7749	1055	1055	100	300	2062	1	1	422	738	528	422	3756	1	1
4566	1776	2291	1724	2301	9714	13043	13680	19950	200	1368	1368	4061	8379	1140	1140	100	300	2124	1	1	456	798	570	456	4061	1	1
4567	1924	2481	1868	2493	10523	14130	14820	21630	216	1482	1482	4398	9072	1235	1235	100	300	2186	1	1	494	864	618	494	4398	1	1
4568	2091	2698	2030	2710	11440	15361	16110	23485	235	1611	1611	4783	9870	1342	1342	100	300	2249	1	1	537	940	671	537	4783	1	1
4569	2278	2939	2212	2952	12463	16734	17550	25585	256	1755	1755	5211	10752	1462	1462	100	300	2311	1	1	585	1024	731	585	5211	1	1
4570	2484	3205	2412	3220	13591	18249	19140	27930	279	1914	1914	5680	11718	1595	1595	100	300	2374	1	1	638	1116	798	638	5680	1	1
4571	2699	3481	2620	3497	14763	19823	20790	30310	303	2079	2079	6173	12736	1732	1732	100	300	2458	1	1	693	1213	866	693	6173	1	1
4572	2920	3767	2836	3785	15977	21453	22500	32830	328	2250	2250	6678	13776	1875	1875	100	300	2543	1	1	750	1312	938	750	6678	1	1
4573	3147	4059	3055	4077	17212	23111	24240	35350	354	2424	2424	7196	14847	2020	2020	100	300	2627	1	1	808	1414	1010	808	7196	1	1
4574	3384	4365	3285	4385	18513	24857	26070	38010	380	2607	2607	7740	15970	2172	2172	100	300	2712	1	1	869	1521	1086	869	7740	1	1
4575	3637	4691	3531	4713	19896	26716	28020	40880	409	2802	2802	8316	17157	2335	2335	100	300	2797	1	1	934	1634	1168	934	8316	1	1
4576	3902	5033	3788	5056	21345	28660	30060	43820	438	3006	3006	8925	18417	2505	2505	100	300	2881	1	1	1002	1754	1252	1002	8925	1	1
4577	4179	5390	4057	5414	22858	30692	32190	46935	469	3219	3219	9557	19719	2682	2682	100	300	2966	1	1	1073	1878	1341	1073	9557	1	1
4578	4467	5762	4337	5788	24435	32809	34410	50190	502	3441	3441	10214	21074	2868	2868	100	300	3050	1	1	1147	2007	1434	1147	10214	1	1
4579	4767	6148	4627	6176	26074	35010	36720	53550	536	3672	3672	10901	22491	3060	3060	100	300	3135	1	1	1224	2142	1530	1224	10901	1	1
4580	5078	6550	4930	6580	27778	37299	39120	57050	570	3912	3912	11613	23961	3260	3260	100	300	3220	1	1	1304	2282	1630	1304	11613	1	1
4581	5429	7003	5270	7034	29696	39873	41820	60970	610	4182	4182	12416	25620	3485	3485	100	300	3334	1	1	1394	2440	1742	1394	12416	1	1
4582	5818	7504	5649	7539	31826	42734	44820	65380	654	4482	4482	13304	27447	3735	3735	100	300	3449	1	1	1494	2614	1868	1494	13304	1	1
4583	6246	8057	6064	8094	34169	45880	48120	70175	702	4812	4812	14285	29474	4010	4010	100	300	3564	1	1	1604	2807	2005	1604	14285	1	1
4584	6714	8660	6518	8699	36725	49312	51720	75425	754	5172	5172	15354	31678	4310	4310	100	300	3678	1	1	1724	3017	2155	1724	15354	1	1
4585	7228	9323	7017	9365	39537	53088	55680	81200	812	5568	5568	16529	34104	4640	4640	100	300	3793	1	1	1856	3248	2320	1856	16529	1	1
4586	7780	10036	7554	10082	42562	57150	59940	87430	874	5994	5994	17792	36708	4995	4995	100	300	3908	1	1	1998	3496	2498	1998	17792	1	1
4587	8372	10800	8129	10849	45800	61497	64500	94080	941	6450	6450	19146	39501	5375	5375	100	300	4022	1	1	2150	3762	2688	2150	19146	1	1
4588	9004	11614	8741	11666	49251	66131	69360	101150	1012	6936	6936	20590	42483	5780	5780	100	300	4137	1	1	2312	4046	2890	2312	20590	1	1
4589	9666	12468	9383	12524	52873	70993	74460	108570	1086	7446	7446	22106	45612	6205	6205	100	300	4252	1	1	2482	4344	3102	2482	22106	1	1
4590	10374	13382	10072	13442	56750	76199	79920	116550	1166	7992	7992	23725	48951	6660	6660	100	300	4367	1	1	2664	4662	3330	2664	23725	1	1
4591	11145	14376	10820	14442	60968	81863	85860	125230	1252	8586	8586	25487	52584	7155	7155	100	300	4522	1	1	2862	5008	3578	2862	25487	1	1
4592	11979	15451	11629	15521	65526	87984	92280	134575	1346	9228	9228	27394	56522	7690	7690	100	300	4678	1	1	3076	5383	3845	3076	27394	1	1
4593	12882	16617	12506	16692	70468	94620	99240	144725	1447	9924	9924	29460	60784	8270	8270	100	300	4833	1	1	3308	5789	4135	3308	29460	1	1
4594	13856	17872	13452	17954	75794	101771	106740	155680	1557	10674	10674	31685	65373	8895	8895	100	300	4989	1	1	3558	6226	4448	3558	31685	1	1
4595	14900	19219	14464	19306	81503	109436	114780	167370	1674	11478	11478	34075	70308	9565	9565	100	300	5144	1	1	3826	6696	4782	3826	34075	1	1
4596	16013	20655	15546	20749	87596	117617	123360	179900	1799	12336	12336	36621	75558	10280	10280	100	300	5300	1	1	4112	7196	5140	4112	36621	1	1
4597	17197	22182	16695	22283	94072	126312	132480	193200	1932	13248	13248	39328	81144	11040	11040	100	300	5455	1	1	4416	7728	5520	4416	39328	1	1
4598	18451	23800	17912	23907	100931	135522	142140	207270	2073	14214	14214	42197	87066	11845	11845	100	300	5611	1	1	4738	8292	5922	4738	42197	1	1
4599	19783	25518	19206	25633	108216	145305	152400	222250	2222	15240	15240	45241	93345	12700	12700	100	300	5766	1	1	5080	8890	6350	5080	45241	1	1
4600	21177	27316	20559	27440	115843	155545	163140	237930	2379	16314	16314	48428	99918	13595	13595	100	300	5922	1	1	5438	9516	6798	5438	48428	1	1
4601	34	43	32	42	172	231	300	420	4	30	30	85	189	25	25	100	300	75	1	1	10	18	12	10	85	1	1
4602	39	50	37	49	200	268	360	490	5	36	36	96	210	30	30	100	300	87	1	1	12	20	14	12	96	1	1
4603	45	57	42	55	227	305	390	560	6	39	39	113	252	32	32	100	300	99	1	1	13	24	16	13	113	1	1
4604	50	63	47	62	254	342	450	630	6	45	45	124	273	38	38	100	300	111	1	1	15	26	18	15	124	1	1
4605	56	71	52	69	281	378	480	700	7	48	48	142	315	40	40	100	300	123	1	1	16	30	20	16	142	1	1
4606	61	77	57	75	309	415	540	770	8	54	54	152	336	45	45	100	300	135	1	1	18	32	22	18	152	1	1
4607	66	84	62	82	337	452	600	840	9	60	60	163	357	50	50	100	300	147	1	1	20	34	24	20	163	1	1
4608	72	91	67	89	364	489	630	910	9	63	63	180	399	52	52	100	300	159	1	1	21	38	26	21	180	1	1
4609	77	98	72	95	392	526	690	980	10	69	69	191	420	58	58	100	300	171	1	1	23	40	28	23	191	1	1
4610	83	105	77	102	419	563	720	1050	11	72	72	208	462	60	60	100	300	183	1	1	24	44	30	24	208	1	1
4611	88	111	82	109	447	600	780	1120	11	78	78	219	483	65	65	100	300	195	1	1	26	46	32	26	219	1	1
4612	93	118	87	116	474	637	840	1190	12	84	84	230	504	70	70	100	300	207	1	1	28	48	34	28	230	1	1
4613	99	125	92	122	501	674	870	1260	13	87	87	247	546	72	72	100	300	219	1	1	29	52	36	29	247	1	1
4614	104	132	97	129	529	711	930	1330	13	93	93	258	567	78	78	100	300	231	1	1	31	54	38	31	258	1	1
4615	127	162	121	160	653	878	1140	1680	17	114	114	316	693	95	95	100	300	285	1	1	38	66	48	38	316	1	1
4616	134	171	127	168	687	924	1200	1750	18	120	120	334	735	100	100	100	300	300	1	1	40	70	50	40	334	1	1
4617	141	180	133	176	721	970	1260	1820	18	126	126	353	777	105	105	100	300	315	1	1	42	74	52	42	353	1	1
4618	148	188	139	184	756	1016	1320	1925	19	132	132	368	808	110	110	100	300	330	1	1	44	77	55	44	368	1	1
4619	154	196	146	193	790	1063	1380	2030	20	138	138	383	840	115	115	100	300	345	1	1	46	80	58	46	383	1	1
4620	161	205	152	201	824	1109	1440	2100	21	144	144	401	882	120	120	100	300	360	1	1	48	84	60	48	401	1	1
4621	168	214	158	209	859	1154	1500	2170	22	150	150	419	924	125	125	100	300	375	1	1	50	88	62	50	419	1	1
4622	174	222	165	218	893	1201	1560	2275	23	156	156	434	956	130	130	100	300	390	1	1	52	91	65	52	434	1	1
4623	181	230	171	226	927	1248	1620	2380	24	162	162	449	987	135	135	100	300	405	1	1	54	94	68	54	449	1	1
4624	188	239	177	234	962	1293	1680	2450	24	168	168	468	1029	140	140	100	300	420	1	1	56	98	70	56	468	1	1
4625	198	251	187	247	1013	1363	1770	2590	26	177	177	492	1082	148	148	100	300	442	1	1	59	103	74	59	492	1	1
4626	208	264	196	260	1065	1432	1860	2730	27	186	186	516	1134	155	155	100	300	465	1	1	62	108	78	62	516	1	1
4627	218	277	205	272	1116	1501	1950	2835	28	195	195	544	1197	162	162	100	300	487	1	1	65	114	81	65	544	1	1
4628	228	290	215	284	1168	1570	2040	2975	30	204	204	568	1250	170	170	100	300	510	1	1	68	119	85	68	568	1	1
4629	238	302	225	297	1219	1640	2130	3115	31	213	213	592	1302	178	178	100	300	532	1	1	71	124	89	71	592	1	1
4630	248	315	234	309	1270	1708	2220	3220	32	222	222	620	1365	185	185	100	300	555	1	1	74	130	92	74	620	1	1
4631	258	328	243	322	1322	1778	2310	3360	34	231	231	644	1418	192	192	100	300	577	1	1	77	135	96	77	644	1	1
4632	268	341	253	334	1373	1847	2400	3500	35	240	240	668	1470	200	200	100	300	600	1	1	80	140	100	80	668	1	1
4633	281	358	265	351	1442	1940	2520	3675	37	252	252	702	1544	210	210	100	300	630	1	1	84	147	105	84	702	1	1
4634	295	374	278	367	1511	2032	2640	3850	38	264	264	735	1617	220	220	100	300	660	1	1	88	154	110	88	735	1	1
4635	308	391	291	384	1579	2124	2760	4025	40	276	276	768	1690	230	230	100	300	690	1	1	92	161	115	92	768	1	1
4636	321	408	303	401	1648	2217	2880	4200	42	288	288	802	1764	240	240	100	300	720	1	1	96	168	120	96	802	1	1
4637	335	425	316	417	1717	2309	3000	4375	44	300	300	835	1838	250	250	100	300	750	1	1	100	175	125	100	835	1	1
4638	348	442	328	434	1785	2401	3120	4550	46	312	312	869	1911	260	260	100	300	780	1	1	104	182	130	104	869	1	1
4639	361	459	341	450	1854	2493	3240	4725	47	324	324	902	1984	270	270	100	300	810	1	1	108	189	135	108	902	1	1
4640	375	476	353	467	1922	2586	3360	4900	49	336	336	935	2058	280	280	100	300	850	1	1	112	196	140	112	935	1	1
4641	400	508	377	498	2050	2757	3600	5250	52	360	360	1001	2205	300	300	100	300	894	1	1	120	210	150	120	1001	1	1
4642	425	540	400	529	2176	2926	3840	5600	56	384	384	1066	2352	320	320	100	300	938	1	1	128	224	160	128	1066	1	1
4643	450	572	424	560	2301	3095	4080	5950	60	408	408	1131	2499	340	340	100	300	982	1	1	136	238	170	136	1131	1	1
4644	473	600	445	587	2412	3245	4320	6300	63	432	432	1194	2646	360	360	100	300	1026	1	1	144	252	180	144	1194	1	1
4645	501	636	471	621	2550	3430	4590	6685	67	459	459	1268	2814	382	382	100	300	1070	1	1	153	268	191	153	1268	1	1
4646	529	670	496	654	2686	3613	4860	7070	71	486	486	1342	2982	405	405	100	300	1114	1	1	162	284	202	162	1342	1	1
4647	556	705	522	688	2822	3797	5130	7490	75	513	513	1412	3140	428	428	100	300	1158	1	1	171	299	214	171	1412	1	1
4648	584	739	547	721	2955	3976	5400	7875	79	540	540	1485	3308	450	450	100	300	1202	1	1	180	315	225	180	1485	1	1
4649	613	777	575	758	3103	4176	5700	8330	83	570	570	1564	3486	475	475	100	300	1246	1	1	190	332	238	190	1564	1	1
4650	646	818	605	797	3267	4396	6000	8750	88	600	600	1648	3675	500	500	100	300	1290	1	1	200	350	250	200	1648	1	1
4651	702	891	661	874	3604	4847	6300	9170	92	630	630	1755	3864	525	525	100	300	1336	1	1	210	368	262	210	1755	1	1
4652	747	951	707	935	3867	5200	6600	9625	96	660	660	1849	4042	550	550	100	300	1382	1	1	220	385	275	220	1849	1	1
4653	800	1020	760	1006	4175	5613	6930	10115	101	693	693	1956	4242	578	578	100	300	1428	1	1	231	404	289	231	1956	1	1
4654	854	1091	814	1080	4494	6040	7260	10570	106	726	726	2068	4452	605	605	100	300	1474	1	1	242	424	302	242	2068	1	1
4655	910	1164	870	1156	4824	6482	7590	11060	111	759	759	2178	4652	632	632	100	300	1520	1	1	253	443	316	253	2178	1	1
4656	967	1240	928	1234	5165	6940	7920	11550	116	792	792	2290	4851	660	660	100	300	1566	1	1	264	462	330	264	2290	1	1
4657	1032	1326	995	1324	5560	7468	8280	12075	121	828	828	2415	5072	690	690	100	300	1612	1	1	276	483	345	276	2415	1	1
4658	1102	1420	1067	1423	5993	8048	8640	12600	126	864	864	2546	5292	720	720	100	300	1658	1	1	288	504	360	288	2546	1	1
4659	1168	1507	1134	1514	6391	8581	9000	13125	131	900	900	2672	5512	750	750	100	300	1704	1	1	300	525	375	300	2672	1	1
4660	1215	1567	1180	1574	6646	8924	9360	13650	136	936	936	2779	5733	780	780	100	300	1750	1	1	312	546	390	312	2779	1	1
4661	1269	1637	1233	1645	6945	9325	9780	14280	143	978	978	2902	5985	815	815	100	300	1812	1	1	326	570	408	326	2902	1	1
4662	1340	1728	1301	1736	7328	9840	10320	15050	150	1032	1032	3064	6321	860	860	100	300	1874	1	1	344	602	430	344	3064	1	1
4663	1425	1838	1384	1847	7797	10469	10980	16030	160	1098	1098	3258	6720	915	915	100	300	1937	1	1	366	640	458	366	3258	1	1
4664	1527	1969	1482	1978	8351	11212	11760	17150	172	1176	1176	3491	7203	980	980	100	300	1999	1	1	392	686	490	392	3491	1	1
4665	1643	2120	1596	2130	8990	12071	12660	18480	185	1266	1266	3756	7749	1055	1055	100	300	2062	1	1	422	738	528	422	3756	1	1
4666	1776	2291	1724	2301	9714	13043	13680	19950	200	1368	1368	4061	8379	1140	1140	100	300	2124	1	1	456	798	570	456	4061	1	1
4667	1924	2481	1868	2493	10523	14130	14820	21630	216	1482	1482	4398	9072	1235	1235	100	300	2186	1	1	494	864	618	494	4398	1	1
4668	2091	2698	2030	2710	11440	15361	16110	23485	235	1611	1611	4783	9870	1342	1342	100	300	2249	1	1	537	940	671	537	4783	1	1
4669	2278	2939	2212	2952	12463	16734	17550	25585	256	1755	1755	5211	10752	1462	1462	100	300	2311	1	1	585	1024	731	585	5211	1	1
4670	2484	3205	2412	3220	13591	18249	19140	27930	279	1914	1914	5680	11718	1595	1595	100	300	2374	1	1	638	1116	798	638	5680	1	1
4671	2699	3481	2620	3497	14763	19823	20790	30310	303	2079	2079	6173	12736	1732	1732	100	300	2458	1	1	693	1213	866	693	6173	1	1
4672	2920	3767	2836	3785	15977	21453	22500	32830	328	2250	2250	6678	13776	1875	1875	100	300	2543	1	1	750	1312	938	750	6678	1	1
4673	3147	4059	3055	4077	17212	23111	24240	35350	354	2424	2424	7196	14847	2020	2020	100	300	2627	1	1	808	1414	1010	808	7196	1	1
4674	3384	4365	3285	4385	18513	24857	26070	38010	380	2607	2607	7740	15970	2172	2172	100	300	2712	1	1	869	1521	1086	869	7740	1	1
4675	3637	4691	3531	4713	19896	26716	28020	40880	409	2802	2802	8316	17157	2335	2335	100	300	2797	1	1	934	1634	1168	934	8316	1	1
4676	3902	5033	3788	5056	21345	28660	30060	43820	438	3006	3006	8925	18417	2505	2505	100	300	2881	1	1	1002	1754	1252	1002	8925	1	1
4677	4179	5390	4057	5414	22858	30692	32190	46935	469	3219	3219	9557	19719	2682	2682	100	300	2966	1	1	1073	1878	1341	1073	9557	1	1
4678	4467	5762	4337	5788	24435	32809	34410	50190	502	3441	3441	10214	21074	2868	2868	100	300	3050	1	1	1147	2007	1434	1147	10214	1	1
4679	4767	6148	4627	6176	26074	35010	36720	53550	536	3672	3672	10901	22491	3060	3060	100	300	3135	1	1	1224	2142	1530	1224	10901	1	1
4680	5078	6550	4930	6580	27778	37299	39120	57050	570	3912	3912	11613	23961	3260	3260	100	300	3220	1	1	1304	2282	1630	1304	11613	1	1
4681	5429	7003	5270	7034	29696	39873	41820	60970	610	4182	4182	12416	25620	3485	3485	100	300	3334	1	1	1394	2440	1742	1394	12416	1	1
4682	5818	7504	5649	7539	31826	42734	44820	65380	654	4482	4482	13304	27447	3735	3735	100	300	3449	1	1	1494	2614	1868	1494	13304	1	1
4683	6246	8057	6064	8094	34169	45880	48120	70175	702	4812	4812	14285	29474	4010	4010	100	300	3564	1	1	1604	2807	2005	1604	14285	1	1
4684	6714	8660	6518	8699	36725	49312	51720	75425	754	5172	5172	15354	31678	4310	4310	100	300	3678	1	1	1724	3017	2155	1724	15354	1	1
4685	7228	9323	7017	9365	39537	53088	55680	81200	812	5568	5568	16529	34104	4640	4640	100	300	3793	1	1	1856	3248	2320	1856	16529	1	1
4686	7780	10036	7554	10082	42562	57150	59940	87430	874	5994	5994	17792	36708	4995	4995	100	300	3908	1	1	1998	3496	2498	1998	17792	1	1
4687	8372	10800	8129	10849	45800	61497	64500	94080	941	6450	6450	19146	39501	5375	5375	100	300	4022	1	1	2150	3762	2688	2150	19146	1	1
4688	9004	11614	8741	11666	49251	66131	69360	101150	1012	6936	6936	20590	42483	5780	5780	100	300	4137	1	1	2312	4046	2890	2312	20590	1	1
4689	9666	12468	9383	12524	52873	70993	74460	108570	1086	7446	7446	22106	45612	6205	6205	100	300	4252	1	1	2482	4344	3102	2482	22106	1	1
4690	10374	13382	10072	13442	56750	76199	79920	116550	1166	7992	7992	23725	48951	6660	6660	100	300	4367	1	1	2664	4662	3330	2664	23725	1	1
4691	11145	14376	10820	14442	60968	81863	85860	125230	1252	8586	8586	25487	52584	7155	7155	100	300	4522	1	1	2862	5008	3578	2862	25487	1	1
4692	11979	15451	11629	15521	65526	87984	92280	134575	1346	9228	9228	27394	56522	7690	7690	100	300	4678	1	1	3076	5383	3845	3076	27394	1	1
4693	12882	16617	12506	16692	70468	94620	99240	144725	1447	9924	9924	29460	60784	8270	8270	100	300	4833	1	1	3308	5789	4135	3308	29460	1	1
4694	13856	17872	13452	17954	75794	101771	106740	155680	1557	10674	10674	31685	65373	8895	8895	100	300	4989	1	1	3558	6226	4448	3558	31685	1	1
4695	14900	19219	14464	19306	81503	109436	114780	167370	1674	11478	11478	34075	70308	9565	9565	100	300	5144	1	1	3826	6696	4782	3826	34075	1	1
4696	16013	20655	15546	20749	87596	117617	123360	179900	1799	12336	12336	36621	75558	10280	10280	100	300	5300	1	1	4112	7196	5140	4112	36621	1	1
4697	17197	22182	16695	22283	94072	126312	132480	193200	1932	13248	13248	39328	81144	11040	11040	100	300	5455	1	1	4416	7728	5520	4416	39328	1	1
4698	18451	23800	17912	23907	100931	135522	142140	207270	2073	14214	14214	42197	87066	11845	11845	100	300	5611	1	1	4738	8292	5922	4738	42197	1	1
4699	19783	25518	19206	25633	108216	145305	152400	222250	2222	15240	15240	45241	93345	12700	12700	100	300	5766	1	1	5080	8890	6350	5080	45241	1	1
4700	21177	27316	20559	27440	115843	155545	163140	237930	2379	16314	16314	48428	99918	13595	13595	100	300	5922	1	1	5438	9516	6798	5438	48428	1	1
4701	34	43	32	42	172	231	300	420	4	30	30	85	189	25	25	100	300	75	1	1	10	18	12	10	85	1	1
4702	39	50	37	49	200	268	360	490	5	36	36	96	210	30	30	100	300	87	1	1	12	20	14	12	96	1	1
4703	45	57	42	55	227	305	390	560	6	39	39	113	252	32	32	100	300	99	1	1	13	24	16	13	113	1	1
4704	50	63	47	62	254	342	450	630	6	45	45	124	273	38	38	100	300	111	1	1	15	26	18	15	124	1	1
4705	56	71	52	69	281	378	480	700	7	48	48	142	315	40	40	100	300	123	1	1	16	30	20	16	142	1	1
4706	61	77	57	75	309	415	540	770	8	54	54	152	336	45	45	100	300	135	1	1	18	32	22	18	152	1	1
4707	66	84	62	82	337	452	600	840	9	60	60	163	357	50	50	100	300	147	1	1	20	34	24	20	163	1	1
4708	72	91	67	89	364	489	630	910	9	63	63	180	399	52	52	100	300	159	1	1	21	38	26	21	180	1	1
